center,left,right,steering,throttle,brake,speed
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_21_292.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_21_292.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_21_292.jpg,0.0,0.0,0.0,10.27109
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_21_365.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_21_365.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_21_365.jpg,0.0,0.0,0.0,10.18853
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_21_438.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_21_438.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_21_438.jpg,0.0,0.0,0.0,10.12705
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_21_516.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_21_516.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_21_516.jpg,0.0,0.0,0.0,10.04565
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_21_591.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_21_591.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_21_591.jpg,0.0,0.0,0.0,9.964905
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_21_666.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_21_666.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_21_666.jpg,0.0,0.0,0.0,9.884808999999999
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_21_748.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_21_748.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_21_748.jpg,0.0,0.0,0.0,9.805358
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_21_827.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_21_827.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_21_827.jpg,0.0,0.0,0.0,9.726545
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_21_905.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_21_905.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_21_905.jpg,0.0,0.0,0.0,9.648366000000001
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_21_984.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_21_984.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_21_984.jpg,0.0,0.0,0.0,9.570813000000001
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_22_065.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_22_065.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_22_065.jpg,0.2,0.0,0.0,9.482948
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_22_139.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_22_139.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_22_139.jpg,0.35,0.0,0.0,9.399528
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_22_217.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_22_217.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_22_217.jpg,0.0,0.0,0.0,9.313236
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_22_292.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_22_292.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_22_292.jpg,0.0,0.0,0.0,9.23739
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_22_368.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_22_368.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_22_368.jpg,0.0,0.0,0.0,9.163031
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_22_442.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_22_442.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_22_442.jpg,0.0,0.0,0.0,9.107726
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_22_515.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_22_515.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_22_515.jpg,0.0,0.0,0.0,9.034516
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_22_589.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_22_589.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_22_589.jpg,0.0,0.0,0.0,8.961899
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_22_665.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_22_665.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_22_665.jpg,0.0,0.0,0.0,8.889867
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_22_735.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_22_735.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_22_735.jpg,0.0,0.0,0.0,8.836225
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_22_809.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_22_809.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_22_809.jpg,0.0,0.0,0.0,8.765203
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_22_881.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_22_881.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_22_881.jpg,0.0,0.0,0.0,8.712315
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_22_955.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_22_955.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_22_955.jpg,0.0,0.0,0.0,8.652721000000001
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_23_027.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_23_027.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_23_027.jpg,0.2,0.0,0.0,8.588522
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_23_101.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_23_101.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_23_101.jpg,0.35,0.0,0.0,8.497974000000001
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_23_174.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_23_174.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_23_174.jpg,0.5500001,0.0,0.0,8.371751
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_23_249.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_23_249.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_23_249.jpg,0.0,0.0,0.0,8.27643
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_23_321.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_23_321.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_23_321.jpg,0.0,0.0,0.0,8.225717999999999
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_23_394.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_23_394.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_23_394.jpg,0.0,0.0,0.0,8.160988
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_23_465.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_23_465.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_23_465.jpg,0.2,0.0,0.0,8.088436999999999
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_23_538.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_23_538.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_23_538.jpg,0.35,0.0,0.0,8.019318
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_23_609.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_23_609.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_23_609.jpg,0.5500001,0.0,0.0,7.91038
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_23_681.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_23_681.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_23_681.jpg,0.0,0.0,0.0,7.830972
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_23_754.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_23_754.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_23_754.jpg,0.0,0.0,0.0,7.774638
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_23_828.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_23_828.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_23_828.jpg,0.0,0.0,0.0,7.7117130000000005
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_23_898.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_23_898.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_23_898.jpg,0.0,0.0,0.0,7.659375
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_23_972.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_23_972.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_23_972.jpg,0.0,0.0,0.0,7.598241000000001
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_24_043.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_24_043.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_24_043.jpg,0.0,0.0,0.0,7.538194
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_24_117.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_24_117.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_24_117.jpg,0.0,0.0,0.0,7.4934460000000005
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_24_188.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_24_188.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_24_188.jpg,0.0,0.0,0.0,7.434278
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_24_261.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_24_261.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_24_261.jpg,0.0,0.2182348,0.0,7.535583
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_24_333.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_24_333.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_24_333.jpg,0.0,0.4335219,0.0,7.883458999999999
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_24_405.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_24_405.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_24_405.jpg,0.0,0.6519475,0.0,8.438641
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_24_477.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_24_477.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_24_477.jpg,0.0,0.8695065999999999,0.0,9.004498
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_24_549.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_24_549.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_24_549.jpg,0.0,1.0,0.0,9.889819000000001
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_24_622.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_24_622.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_24_622.jpg,0.0,1.0,0.0,10.557039999999999
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_24_696.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_24_696.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_24_696.jpg,0.0,1.0,0.0,11.53968
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_24_769.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_24_769.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_24_769.jpg,0.0,1.0,0.0,12.358830000000001
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_24_867.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_24_867.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_24_867.jpg,0.0,1.0,0.0,13.05626
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_24_941.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_24_941.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_24_941.jpg,0.0,1.0,0.0,13.701939999999999
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_25_009.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_25_009.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_25_009.jpg,0.0,1.0,0.0,14.631170000000001
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_25_064.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_25_064.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_25_064.jpg,0.0,1.0,0.0,15.396529999999998
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_25_135.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_25_135.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_25_135.jpg,0.0,1.0,0.0,16.28908
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_25_212.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_25_212.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_25_212.jpg,0.0,1.0,0.0,17.12087
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_25_287.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_25_287.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_25_287.jpg,0.0,1.0,0.0,17.9424
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_25_361.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_25_361.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_25_361.jpg,0.0,1.0,0.0,18.3841
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_25_434.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_25_434.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_25_434.jpg,0.0,1.0,0.0,19.2226
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_25_504.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_25_504.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_25_504.jpg,0.0,1.0,0.0,20.05276
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_25_581.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_25_581.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_25_581.jpg,0.0,1.0,0.0,20.75943
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_25_654.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_25_654.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_25_654.jpg,0.0,1.0,0.0,21.54916
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_25_723.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_25_723.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_25_723.jpg,0.0,0.7940925,0.0,22.155520000000003
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_25_797.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_25_797.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_25_797.jpg,0.0,0.571731,0.0,22.46591
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_25_870.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_25_870.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_25_870.jpg,0.0,0.35438109999999995,0.0,22.63963
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_25_944.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_25_944.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_25_944.jpg,0.0,0.1325094,0.0,22.6073
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_26_019.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_26_019.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_26_019.jpg,0.0,0.0,0.0,22.54351
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_26_090.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_26_090.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_26_090.jpg,0.0,0.0,0.0,22.36649
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_26_163.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_26_163.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_26_163.jpg,0.0,0.0,0.0,22.198729999999998
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_26_234.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_26_234.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_26_234.jpg,0.0,0.0,0.0,21.95195
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_26_308.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_26_308.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_26_308.jpg,0.0,0.0,0.0,21.725929999999998
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_26_383.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_26_383.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_26_383.jpg,0.0,0.0,0.0,21.83101
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_26_450.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_26_450.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_26_450.jpg,0.0,0.0,0.0,21.66314
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_26_529.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_26_529.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_26_529.jpg,0.0,0.0,0.0,21.4936
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_26_600.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_26_600.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_26_600.jpg,0.0,0.0,0.0,21.07379
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_26_670.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_26_670.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_26_670.jpg,0.0,0.0,0.0,20.90032
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_26_745.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_26_745.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_26_745.jpg,0.0,0.0,0.0,20.72822
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_26_817.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_26_817.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_26_817.jpg,0.0,0.0,0.0,20.90958
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_26_889.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_26_889.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_26_889.jpg,0.0,0.0,0.0,20.7459
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_26_959.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_26_959.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_26_959.jpg,0.0,0.0,0.0,20.30358
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_27_030.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_27_030.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_27_030.jpg,0.0,0.0,0.0,20.13565
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_27_103.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_27_103.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_27_103.jpg,0.0,0.0,0.0,19.9686
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_27_180.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_27_180.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_27_180.jpg,0.0,0.0,0.0,20.18565
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_27_318.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_27_318.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_27_318.jpg,0.0,0.0,0.0,19.55276
C:\ADAS\temp\term1-simulator-windows\revdata\IMG\center_2020_02_25_14_38_27_394.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\left_2020_02_25_14_38_27_394.jpg,C:\ADAS\temp\term1-simulator-windows\revdata\IMG\right_2020_02_25_14_38_27_394.jpg,0.0,0.0,0.0,19.38575
